subject,object,relation,uid,status
DMD,ATAT1,Disease - Protein,:32791870:j2q7qwuMsq9rPSViT9Mk2M,APPROVED(NODE_ALL_EXISTS)
DMD,SPI1,Disease - Protein,:32791870:JagdSx83ZzGHRDt7UXVwbW,APPROVED(NODE_ALL_EXISTS)
DMD,TCF12,Disease - Protein,:32791870:cU8WQPGL2pPWLENYyfqNt4,APPROVED(NODE_ALL_EXISTS)
DMD,ABCF2,Disease - Protein,:32791870:PHmnTdc37UezzmzG3AHzMN,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,DMD gene,Disease - Protein,:32791185:QtiySps2qtxLQwtK8dQ5XH,ONLY_ONE_SIDE_SYNONYM
muscle function,α-actinin-3,Phenotype - Protein,:32791185:5f7XPDWgsVxrTM2X7NRbf3,TWO_SIDE_NO_SYNONYM
left ventricular dilation,α-actinin-3,Phenotype - Protein,:32791185:BHBm2YB4vm3nJLfxvFH2mf,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:32789934:RUBKPRcQH73CmCXiDwrMua,KG_ALREADY_EXISTS
DMD,Slow colonic transit,Disease - Phenotype (positive),:32789934:bdYjPY6VwKc4M4s95XVfG9,ONLY_ONE_SIDE_SYNONYM
DMD,constipation,Disease - Phenotype (positive),:32789934:krKsayyS3n2giiVFCJmuUz,APPROVED(NODE_ALL_EXISTS)
colonic smooth muscle contractility,dystrophin,Biological process - Protein,:32789934:dFw6jeQirpRbxphx3rSnpB,APPROVED(NODE_ALL_EXISTS)
peristalsis,dystrophin,Biological process - Protein,:32789934:BngFtAbRqwvviXL44rVkpf,APPROVED(NODE_ALL_EXISTS)
GI transit,dystrophin,Biological process - Protein,:32789934:bZnL5geYuLmUHdt3c64d2W,ONLY_ONE_SIDE_SYNONYM
DMD,smooth muscle dysfunction,Disease - Phenotype (positive),:32789934:6TdiVyHrXLp9oqMuecnGHS,ONLY_ONE_SIDE_SYNONYM
PBMT,dystrophin,Exposure - Protein,:32785240:DbnVSCQfyRP6UV2GDNXy3S,APPROVED
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:32777771:b3UyNujVmc48btqsmQz9rx,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,features of speech,Disease - Phenotype (positive),:32772581:Bs5QLLrJtfWct4skdi58gP,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,tongue hypertrophy,Disease - Phenotype (positive),:32772581:KDLdYApSwBGtac4MpZQDDJ,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,dysarthria,Disease - Phenotype (positive),:32772581:jaqaG66Pn4pbAf3C9p9ubi,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,progressive weakness of respiratory and oropharyngeal muscles,Disease - Phenotype (positive),:32772581:euaBPd5iScSwE5pdnEDj2Z,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,DMD gene,Disease - Protein,:32767978:SxosWqTfmUUkjGAznzohYn,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,overexpression of DOCK3,Disease - Phenotype (positive),:32766788:4hL2jq9PaDsLeyERFKfDuA,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophic muscle pathologies,Disease - Phenotype (positive),:32766788:XQ9WYhGecskpairt9BvheX,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,muscle function,Disease - Phenotype (positive),:32766788:8AeLU5CYUcjpSRYDPwZgpF,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,DOCK3,Disease - Protein,:32766788:PxYynaaBpzH7syG3FrtPTo,APPROVED(NODE_ALL_EXISTS)
myogenic differentiation,DOCK3,Biological process - Protein,:32766788:AZwbXvqc8rzCWtfkCd8Lsk,NO_ID
Duchenne muscular dystrophy,X-linked disease,Disease - Phenotype (positive),:32762558:c2gZ4MHoahZ4CoGh8bh9Nd,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,muscle degeneration,Disease - Phenotype (positive),:32762558:CkzEH6GvPA9CCk3fsDfRb2,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:32762558:YpRZSZovcnyEoLRYk4Xaas,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,Cardiomyopathy,Disease - Phenotype (positive),:32762558:Z8VSJuQz9VWRKWZCtqWWHU,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,Impaired muscle nitric oxide (NO) production,Disease - Phenotype (positive),:32762558:n7rq4eiJhsVobypjBgU6kE,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,postexercise fatigue,Disease - Phenotype (positive),:32762558:Zf4u6vGGbutW8gmNNW8rSd,ONLY_ONE_SIDE_SYNONYM
asymmetric dimethylarginine (ADMA),NO synthase inhibitors,Molecular function - Protein,:32762558:UeeF94NCiTd6jsbLfBW63d,ONLY_ONE_SIDE_SYNONYM
asymmetric dimethylarginine (ADMA),muscle NO production,Phenotype - Protein,:32762558:hvrgWCjHGXAtvsQCs7qHBA,ONLY_ONE_SIDE_SYNONYM
asymmetric dimethylarginine (ADMA),exercise tolerance,Phenotype - Protein,:32762558:VUJLautKChLGw3TmKeb6XY,ONLY_ONE_SIDE_SYNONYM
dimethylarginine dimethylaminohydrolase 1 (DDAH),degrades methylated arginines,Biological process - Protein,:32762558:58arGtTriyttEoBinxz6ER,ONLY_ONE_SIDE_SYNONYM
DDAH,exercise-induced fatigue,Phenotype - Protein,:32762558:79eRF9sjbYhmLWNZPG9kwB,ONLY_ONE_SIDE_SYNONYM
DDAH,heart weight,Phenotype - Protein,:32762558:CzU6J9PWJ3UEcF6KcEAQPa,ONLY_ONE_SIDE_SYNONYM
DDAH,cardiac β-adrenergic responsiveness,Phenotype - Protein,:32762558:d9zYGLgLs5tehcWjHEpv5K,ONLY_ONE_SIDE_SYNONYM
DDAH,exercise tolerance,Phenotype - Protein,:32762558:aJXjZWjdFEMiTHYPFfC7n4,ONLY_ONE_SIDE_SYNONYM
DDAH,cardiac pathology,Phenotype - Protein,:32762558:XJfzGbbPzny2ZhrghmHHUm,ONLY_ONE_SIDE_SYNONYM
asymmetric dimethylarginine (ADMA),exercise performance,Phenotype - Protein,:32762558:BSovarAfXboDmxchYWYQRF,ONLY_ONE_SIDE_SYNONYM
dimethylarginine dimethylaminohydrolase,cardiac hypertrophy,Phenotype - Protein,:32762558:dne8zXQqntdC46ayLhGyE6,TWO_SIDE_NO_SYNONYM
dimethylarginine dimethylaminohydrolase,cardiac function,Phenotype - Protein,:32762558:3iUTvJeaSQKW8zNRRhVXDY,TWO_SIDE_NO_SYNONYM
dimethylarginine dimethylaminohydrolase,exercise tolerance,Phenotype - Protein,:32762558:PfXqrS5jaaJN3W52PpTwc5,TWO_SIDE_NO_SYNONYM
DMD,changes in muscle echogenicity,Disease - Phenotype (positive),:32758414:B86Tv2XfEV6x74t9vBFwLC,ONLY_ONE_SIDE_SYNONYM
DMD,motor regression,Disease - Phenotype (positive),:32758414:MZTQt98TjcvtAzqiNZ9eLj,APPROVED(NODE_ALL_EXISTS)
DMD,disease progression,Disease - Phenotype (positive),:32758414:XB97DD4pt8vUcTR3UuSMGU,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,fatal disease,Disease - Phenotype (positive),:32751416:PEvzPcstC8M8raNN7WyApd,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,cardiomyopathy,Disease - Phenotype (positive),:32751416:h3ftQUh9mDWNXuogNie867,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,oxidative stress,Disease - Biological Process (positive),:32751416:5FDziFR6Sjhd9FbthbETrH,NO_ID
oxidative stress,connexin 43 (Cx43),Biological Process - Gene/Protein (negative effect),:32751416:R5PyEQwxBoQo7dizgfLcMA,ONLY_ONE_SIDE_SYNONYM
apocynin,NADPH oxidase,Drug - Gene/Protein (inhibits),:32751416:WMEU9b4fDFjGSyRgu8XzW3,NO_ID
apocynin,systemic oxidative stress,Drug - Biological Process (negative effect),:32751416:5iJKwBP8Vgdzfp8zXzAbgE,ONLY_ONE_SIDE_SYNONYM
apocynin,Opening of Cx43 hemichannels,Drug - Molecular Function (negative effect),:32751416:HkuBoRXVPDnZrKBb9StGye,ONLY_ONE_SIDE_SYNONYM
carbenoxolone,Opening of Cx43 hemichannels,Drug - Molecular Function (negative effect),:32751416:DtXDpTB5V8ykBa2scVALv8,ONLY_ONE_SIDE_SYNONYM
NADPH oxidase activity,DMD,Biological Process - Disease (positive),:32751416:HJEFJDhiQH3vfSDRj5hwGu,ERROR_RELATION_TYPE
NADPH oxidase inhibition,apoptosis,Biological Process - Biological Process (negative effect),:32751416:D9pcEKZopF28SCiZwopfMD,ONLY_ONE_SIDE_SYNONYM
NADPH oxidase inhibition,cardiac dysfunction,Biological Process - Phenotype (negative effect),:32751416:29gNJRQfrZxGomwfJAy9d2,TWO_SIDE_NO_SYNONYM
Duchenne muscular disease (DMD),Dystrophin,Disease - Protein,:32749504:Co24UDdKkgitfDmSEfoz4e,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular disease (DMD),brain complications,Disease - Phenotype (positive),:32749504:Z7zh6rPewPwYdXqv3YDPwy,TWO_SIDE_NO_SYNONYM
Duchenne muscular disease (DMD),retinal complications,Disease - Phenotype (positive),:32749504:PRs548fmdnrzqE7Zr7ECyA,TWO_SIDE_NO_SYNONYM
retina,dys variants,Anatomy - Protein (present),:32749504:iMhLNM2V7Bh9Vvh6398iyF,ONLY_ONE_SIDE_SYNONYM
retina,long dys products,Anatomy - Protein (present),:32749504:NgbUafDL75vn6w7s3n34hU,ONLY_ONE_SIDE_SYNONYM
functional full-length dystrophin,synapsis stabilization,Biological process - Protein,:32749504:YLNTUF57v9F4Em2K88ifnu,TWO_SIDE_NO_SYNONYM
functional full-length dystrophin,neuronal survival of the retina,Biological process - Protein,:32749504:i9zdEQzKqtoaDp42a8cC64,TWO_SIDE_NO_SYNONYM
functional full-length dystrophin,proper autophagy,Biological process - Protein,:32749504:DShKj2yTDaxVKn3Qusxkdj,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,pro-fibrotic,Disease - Phenotype (positive),:32748106:5MmqfMWPHUV7RKMjNzeWxe,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,muscle wasting,Disease - Phenotype (positive),:32748106:FuG8r5qaC9gzPpnxqT7fpM,KG_ALREADY_EXISTS
Facioscapulohumeral muscular dystrophy,autosomal-dominant myopathy,Disease - Phenotype (positive),:32744322:T6QCSqjTXPuYLquBwDVDRp,ONLY_ONE_SIDE_SYNONYM
Facioscapulohumeral muscular dystrophy,slowly progressive skeletal muscle weakness,Disease - Phenotype (positive),:32744322:RvBdNskv73AazJW4tkWgEa,ONLY_ONE_SIDE_SYNONYM
Facioscapulohumeral muscular dystrophy,wasting,Disease - Phenotype (positive),:32744322:aidoGPJJ9zfKeYG4JF4LCy,ONLY_ONE_SIDE_SYNONYM
muscle regeneration,developmental myosin heavy chain,Biological process - Protein,:32744322:Nhy9YL9VYNQs7VsfEGQLTL,TWO_SIDE_NO_SYNONYM
Facioscapulohumeral muscular dystrophy,regenerating myofibres,Disease - Phenotype (positive),:32744322:aRg68pfGGGceavnsZjyJk9,ONLY_ONE_SIDE_SYNONYM
myotonic dystrophy type 2,regenerating myofibres,Disease - Phenotype (positive),:32744322:V6XAeRipJqcRzWGqrmtY4X,ONLY_ONE_SIDE_SYNONYM
Facioscapulohumeral muscular dystrophy,fibre size variation,Disease - Phenotype (positive),:32744322:TtiEayDTvdvMjg6H6otPje,ONLY_ONE_SIDE_SYNONYM
Facioscapulohumeral muscular dystrophy,central nucleation,Disease - Phenotype (positive),:32744322:99gfSbMKrCd5Y3EkmuY388,APPROVED(NODE_ALL_EXISTS)
Facioscapulohumeral muscular dystrophy,fibrosis,Disease - Phenotype (positive),:32744322:3FLjetJhUMhQwzc4cot2eA,NO_ID
Facioscapulohumeral muscular dystrophy,necrosis/regeneration/inflammation,Disease - Phenotype (positive),:32744322:XnbGHbuAeM3xh8U5WSyKht,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,Cardiac involvement,Disease - Phenotype (positive),:32740854:B79VgEwPgJfcGjVFQbUSQG,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,respiratory involvement,Disease - Phenotype (positive),:32740854:GNtYN5fsKq33hsYrDR4c6d,ONLY_ONE_SIDE_SYNONYM
DMD,cardiac autonomic dysfunction,Disease - Phenotype (positive),:32740854:RnGd8irKmTM7kykHfbV5Q5,ONLY_ONE_SIDE_SYNONYM
obstructive sleep apnea syndrome,cardiac autonomic dysfunction,Disease - Phenotype (positive),:32740854:94x5jdDLuNaCnqkWz6YdfJ,ONLY_ONE_SIDE_SYNONYM
DMD,snoring,Disease - Phenotype (positive),:32740854:Hkret5agmync4Xvs8xRdZk,APPROVED(NODE_ALL_EXISTS)
DMD,witnessed apnea,Disease - Phenotype (positive),:32740854:kGnQ4Hd8zVA5tKGBtyDzgm,ONLY_ONE_SIDE_SYNONYM
DMD,restless sleep,Disease - Phenotype (positive),:32740854:8hD8m8igStdv6dHx9D9msn,ONLY_ONE_SIDE_SYNONYM
DMD,OSAS,Disease - Phenotype (positive),:32740854:LGX9aYGnkdpmihEqJD2VB5,NO_ID
DMD,lower average R-R duration,Disease - Phenotype (positive),:32740854:cFNLXVoeKRXE28MhqpAcxE,ONLY_ONE_SIDE_SYNONYM
DMD,lower mean percentage of successive R-R intervals > 50 ms values,Disease - Phenotype (positive),:32740854:egHtnUdLQppjgVEigVvS7m,ONLY_ONE_SIDE_SYNONYM
DMD,increased LF/HF (low/high-frequency) ratio,Disease - Phenotype (positive),:32740854:fD7sEGtSCnFe9mnEsALNmZ,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,MD,Disease - Disease,:32738034:oUtpZT79vDcNeN6gfzboZX,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,severe disability,Disease - Phenotype (positive),:32738034:4vqdTNG8Waxd2eFY9d8WYF,ONLY_ONE_SIDE_SYNONYM
DMD,in a wheelchair,Disease - Phenotype (positive),:32738034:NCBvcPjyZ4qAUL5rezZKvi,ONLY_ONE_SIDE_SYNONYM
DMD,dilated cardiomyopathy,Disease - Phenotype (positive),:32738034:Yz64XmcKQC3td9fxUMDQxg,APPROVED(NODE_ALL_EXISTS)
DMD disease,systemic nature,Disease - Phenotype (positive),:32738034:78fm3DvyvHBkmNwrm3HQdW,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,muscle degenerative disorder,Disease - Phenotype (positive),:32737968:BF4WWCP8CsQBbFdn7mMiDT,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,progressive muscle weakness,Disease - Phenotype (positive),:32737968:aH7YLJYSh5nXE2yw27Qkb3,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,fatal X-linked recessive disorder,Disease - Phenotype (positive),:32725577:esMxeGZUjzWHfqXjNxXLJv,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,muscle wasting,Disease - Phenotype (positive),:32722643:PTD23A6waHBPgtXaMj3MAA,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:32722643:oEAt8KNNevs5sFNbrSmxat,KG_ALREADY_EXISTS
DMD,various genetic defects,Disease - Phenotype (positive),:32722643:2NMNPBWj4UCP2GCLcYBzCa,ONLY_ONE_SIDE_SYNONYM
DMD,manual ability,Disease - Phenotype (positive),:32718814:aAH4mEyF8svCs3EMYgWQ2b,ONLY_ONE_SIDE_SYNONYM
DMD,upper limb performance,Disease - Phenotype (positive),:32718814:Rwb7uPufbNCAQYGsbiuzph,ONLY_ONE_SIDE_SYNONYM
DMD,nonambulatory,Disease - Phenotype (positive),:32718814:B5WRh2LKAPRbvTJivsU4mB,ONLY_ONE_SIDE_SYNONYM
DMD,Moderate impairments,Disease - Phenotype (positive),:32718814:MgyTi7KTkMs52fP5fgSsfm,ONLY_ONE_SIDE_SYNONYM
DMD,severe proximal and mid-level upper extremity involvement,Disease - Phenotype (positive),:32718814:P34WgZUBPtzCPowjiMfGpK,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin gene,Disease - Protein,:32717791:FLvHSJjZ49etbaLk5vkyfW,ONLY_ONE_SIDE_SYNONYM
recurrent myofiber damage,dystrophin protein,Phenotype - Protein,:32717791:BKCmroLbGTgU9THkqiJqSL,TWO_SIDE_NO_SYNONYM
chronic inflammation,dystrophin protein,Phenotype - Protein,:32717791:DUmiem4wMhV2xSiDCxqTJa,ONLY_ONE_SIDE_SYNONYM
progressive fibrosis,dystrophin protein,Phenotype - Protein,:32717791:82SRcJ3eQnsi2WuRhmJyvq,TWO_SIDE_NO_SYNONYM
dysfunction of muscle stem cells,dystrophin protein,Phenotype - Protein,:32717791:cRsoZDnFiZaCoGJsgbCM5P,TWO_SIDE_NO_SYNONYM
DMD,mutational spectrum,Disease - Phenotype (positive),:32717791:SAAhSYFitVnAd86SgwfrEm,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,severe muscle-wasting disease,Disease - Phenotype (positive),:32707682:jeprztjXCUe2p9DKiSjrwW,ONLY_ONE_SIDE_SYNONYM
DMD,dystrophin protein,Disease - Protein,:32707682:gcF82WVPw2jTx8YNWbnPSP,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,Developmental Delay,Disease - Phenotype (positive),:32692451:ECgYEsHzce5nFpxrV7tr8k,KG_ALREADY_EXISTS
DMD,failing to attain milestones of gross/fine motor activity,Disease - Phenotype (positive),:32692451:HZ5mMWdGyVQ3fnPPnWNEmr,ONLY_ONE_SIDE_SYNONYM
DMD,delays in the attainment of motor and non-motor milestones,Disease - Phenotype (positive),:32692451:63EnU9XFsk7WVXTEvwbmAU,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,respiratory effect,Disease - Phenotype (positive),:32691988:dmkp4XYHmrmSRUHS3Kmgpd,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,cardiopulmonary effects,Disease - Phenotype (positive),:32691988:2D5FtXXYSkzfbCuKvuJzW9,ONLY_ONE_SIDE_SYNONYM
DMD,cardiomyopathy,Disease - Phenotype (positive),:32691988:mBz2zEsUsY7PEhJ4Y9uWvt,KG_ALREADY_EXISTS
Duchenne muscular dystrophy,dystrophin,Disease - Protein,:32691346:TRPUo55ky9aDQC9WBJopBd,KG_ALREADY_EXISTS
cognitive impairment,DMD gene,Phenotype - Protein,:32686699:Z8iFPLv6uwBxbBf4VH8rr9,ONLY_ONE_SIDE_SYNONYM
Working memory axis,Dp140,Phenotype - Protein,:32686699:Z3CMq94wPBZKeh9SNhakNC,TWO_SIDE_NO_SYNONYM
recency effect,Dp140,Phenotype - Protein,:32686699:7fTYt5U3wZYSnEVphpNtTX,TWO_SIDE_NO_SYNONYM
digit span backward,Dp140,Phenotype - Protein,:32686699:mtyRCdcp4PhH2tdkTDAiCs,TWO_SIDE_NO_SYNONYM
working memory index,Dp140,Phenotype - Protein,:32686699:XrSKzo6fopr7DGXuMiVHto,TWO_SIDE_NO_SYNONYM
arithmetic subtests,Dp140,Phenotype - Protein,:32686699:Zc66tsDahf2mbmtfNDBwAt,TWO_SIDE_NO_SYNONYM
altered working memory processes,Dp140 isoform,Phenotype - Protein,:32686699:coHoCamusoVqdBENH4nxuD,TWO_SIDE_NO_SYNONYM
lowered activation,Dp140,Phenotype - Protein,:32686699:hWpSCuLnNVzwnGiF4G4KyT,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy (DMD),Osteoporosis,Disease - Phenotype (positive),:32680651:8L2YG2s9q9NkmSJ7tF9DzT,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy (DMD),muscle weakness,Disease - Phenotype (positive),:32680651:XrkcLLSkEMFDZJtGnGdum3,KG_ALREADY_EXISTS
Duchenne Muscular Dystrophy,dystrophin gene,Disease - Protein,:32678992:gevfvCZKZ2TtYK7qAkE2u8,ONLY_ONE_SIDE_SYNONYM
Duchenne Muscular Dystrophy,dystrophin protein,Disease - Protein,:32678992:Mf3WrPSie8vPyb67ubkWcb,ONLY_ONE_SIDE_SYNONYM
Peptide nucleic acid (PNA),functional dystrophin,Drug - Protein,:32678992:NVjAvo5R8EV2X7knWbfKvr,TWO_SIDE_NO_SYNONYM
phosphorothioate oligonucleotide,PNA,Drug - Drug,:32678992:UzpZKEXnoPzsnVTMwQmbCM,TWO_SIDE_NO_SYNONYM
Osteoporosis,Duchenne muscular dystrophy,Disease - Disease,:32676823:KbsVsQRpfsBsFPMZiZzkn7,APPROVED(NODE_ALL_EXISTS)
teriparatide,severe osteoporosis,Drug - Disease (indication),:32676823:YcmRJ2ny7A7VWW6qcf7tzU,ONLY_ONE_SIDE_SYNONYM
vitamin D,osteoporosis,Drug - Disease (indication),:32676823:RAFM8FpekfDPLd8jUVzZcW,APPROVED
bisphosphonates (BP),osteoporosis,Drug - Disease (indication),:32676823:W5X7y7CjEoH6CWBBA7kAeZ,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,fragility fractures,Disease - Phenotype (positive),:32676823:7SvstT6jXyhVZaYcpxSZxc,ONLY_ONE_SIDE_SYNONYM
glucocorticoid,fragility fractures,Drug - Phenotype,:32676823:8vdksNLqMhAsVJay7sb2Qv,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,limited mobility,Disease - Phenotype (positive),:32676823:fuWt9ZuMC2ReyknmGRRpdE,APPROVED(NODE_ALL_EXISTS)
Duchenne muscular dystrophy,non-ambulatory,Disease - Phenotype (positive),:32676823:YqTT9HFSrmS8EspGDeo2DD,APPROVED(NODE_ALL_EXISTS)
teriparatide,Long bone fracture rate,Drug - Phenotype,:32676823:8g4Xa4ZKdvUh5D9PWyzUZX,APPROVED
teriparatide,Procollagen type 1 amino-terminal propeptide (P1NP),Drug - Protein,:32676823:SXxZeKHW5Sp3ccFTomUoWz,ONLY_ONE_SIDE_SYNONYM
Becker muscular dystrophy,mental disability,Disease - Phenotype (positive),:32669210:72Poih4JVeiYSqxyyt4tBH,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin gene,Disease - Protein,:32668267:2SThxvBbtMTZutvpqdUEk5,ONLY_ONE_SIDE_SYNONYM
organization of a complex,Dystrophin,Biological process - Protein,:32668267:LkUAJpVy247aPsUmUankVj,ONLY_ONE_SIDE_SYNONYM
DMD,muscle degeneration,Disease - Phenotype (positive),:32668267:RFT6hh9rahoNhNPL32kShY,KG_ALREADY_EXISTS
DMD,cognitive impairment,Disease - Phenotype (positive),:32668267:UdGFKck4wjdJzA6tjhUDmE,KG_ALREADY_EXISTS
express mRNAs,dystrophins Dp427,Biological process - Protein,:32668267:Sh4Ha9BjDQRVnBNstKR4E9,TWO_SIDE_NO_SYNONYM
express mRNAs,Dp140,Biological process - Protein,:32668267:VDiKzmBvGsU7Pj7WNuYwbu,TWO_SIDE_NO_SYNONYM
express mRNAs,Dp71,Biological process - Protein,:32668267:h6q72pmdAygcSqsCSMrLRw,TWO_SIDE_NO_SYNONYM
express mRNAs,Dp40,Biological process - Protein,:32668267:fJTMyNgucdHPvKVPTgQs2m,TWO_SIDE_NO_SYNONYM
express mRNAs,β-dystroglycan,Biological process - Protein,:32668267:jpK8nEfXG9NL55pfxhEaam,ONLY_ONE_SIDE_SYNONYM
express mRNAs,α-dystrobrevin,Biological process - Protein,:32668267:8NGMrvPQsoog6ebuA2Wm2B,TWO_SIDE_NO_SYNONYM
express mRNAs,β-dystrobrevin,Biological process - Protein,:32668267:7fKav5Dr8j4W7MhLBDGu5b,TWO_SIDE_NO_SYNONYM
express mRNAs,α1-syntrophin,Biological process - Protein,:32668267:bSsq9muYuikMS9CMrwEQkV,TWO_SIDE_NO_SYNONYM
express mRNAs,β1-syntrophin,Biological process - Protein,:32668267:CpFfPHiK7p7uXaEp2mmoZZ,TWO_SIDE_NO_SYNONYM
express mRNAs,β2-syntrophin,Biological process - Protein,:32668267:dgWbpZCg6bNumBE5j3XjCH,TWO_SIDE_NO_SYNONYM
express mRNAs,γ2-syntrophin,Biological process - Protein,:32668267:BQtKXybFABWtk3MWf2zv4F,TWO_SIDE_NO_SYNONYM
express mRNAs,β-sarcoglycan,Biological process - Protein,:32668267:EiaUFkMktps7GEFiRdSBpa,TWO_SIDE_NO_SYNONYM
express mRNAs,γ-sarcoglycan,Biological process - Protein,:32668267:ZmnK46Dwb7mWfbWo2fRpUh,TWO_SIDE_NO_SYNONYM
express mRNAs,δ-sarcoglycan,Biological process - Protein,:32668267:NonPhujNcEsrxCyFxprWwn,TWO_SIDE_NO_SYNONYM
express mRNAs,ε-sarcoglycan,Biological process - Protein,:32668267:JS7QgW3YhxSfY7mXuWMNvP,TWO_SIDE_NO_SYNONYM
differentially regulated,Dp140,Biological process - Protein,:32668267:e5AcF9AFgz4hCHbvkMrTST,TWO_SIDE_NO_SYNONYM
differentially regulated,β-dystroglycan,Biological process - Protein,:32668267:7yTZhii69z3Wwa8Jq4RHSW,ONLY_ONE_SIDE_SYNONYM
differentially regulated,α2-dystrobrevin,Biological process - Protein,:32668267:FxY3DCTy9eWS7pr6YJ4FEU,TWO_SIDE_NO_SYNONYM
proliferating,dystrophins,Biological process - Protein,:32668267:bHNweg4YUe9ppS4m2bHSTv,NO_ID
proliferating,β-dystroglycan,Biological process - Protein,:32668267:fF42ZUzTuh9PCoGTNUe7Ur,NO_ID
differentiated,dystrophins,Biological process - Protein,:32668267:7Af6kHE7QdomLno5juPDUG,NO_ID
differentiated,β-dystroglycan,Biological process - Protein,:32668267:keG6xuCGx8EG2ZWaKodDbJ,NO_ID
neuronal or astrocytic differentiation,dystrophins,Biological process - Protein,:32668267:JRw2WaXMQQCydpguU9XxiA,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,dystrophin protein,Disease - Protein,:32664808:2viebFtmvDbvJYNivCZQwb,ONLY_ONE_SIDE_SYNONYM
skeletal muscle,dystrophin protein,Anatomy - Protein (present),:32664808:92HMu7fjdgKumu6aLwWMZg,ONLY_ONE_SIDE_SYNONYM
Duchenne muscular dystrophy,lack of dystrophin,Disease - Phenotype (positive),:32660168:Y8uJFiDFJGBipukdMqdkiz,ONLY_ONE_SIDE_SYNONYM
muscle necrosis,pro-inflammatory cytokines,Biological process - Protein,:32660168:oUerCUdejAnYXHALxmpnsg,TWO_SIDE_NO_SYNONYM
muscle necrosis,pro-fibrotic cytokines,Biological process - Protein,:32660168:8FwtYUtKVpTJggcpXzkJwm,TWO_SIDE_NO_SYNONYM
satellite cell activation,pro-inflammatory cytokines,Biological process - Protein,:32660168:ccRS89UzP4Ehc9sao8hBEK,TWO_SIDE_NO_SYNONYM
satellite cell activation,pro-fibrotic cytokines,Biological process - Protein,:32660168:P3qHZ977HjoRewCPCbVXuc,TWO_SIDE_NO_SYNONYM
self-renewal,pro-inflammatory cytokines,Biological process - Protein,:32660168:7BBcW9hrGy6mxLKy5wGbm9,TWO_SIDE_NO_SYNONYM
self-renewal,pro-fibrotic cytokines,Biological process - Protein,:32660168:Pt6d8x7DizqyEBuGsiw36W,TWO_SIDE_NO_SYNONYM
Duchenne muscular dystrophy,oxidative damage,Disease - Phenotype (positive),:32654955:UFGmgq4b68xJztF8szogGg,ONLY_ONE_SIDE_SYNONYM
anti-oxidant function,NRF2,Biological process - Protein,:32654955:4nBaTSU9qMzNQe59oEs3sM,ONLY_ONE_SIDE_SYNONYM
